,Maker,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
795,N/A,Mercedes-Benz E-Class,E220D,5964321,2987,60,40,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,Diesel,1494,5063,1860,Sedan,4.0,0,N/A,142,N/A,0,N/A,155,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1595,1597,245/35 R17,245/35 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,268.7PS@3800rpm,620Nm@1600rpm,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/35 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Manual,Analog,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,70,0,"Rake, Reach",N/A,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,N/A,Yes,N/A,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
796,N/A,Mercedes-Benz E-Class,E 63 S Amg,15000000,5461,80,40,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,Petrol,1474,4879,1854,Sedan,4.0,45,8.5 km/litre,85,N/A,1845,7,155,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",0,0,255/40 R18,285/35 R18,Electric Power,All Windows,"Yes, with memory",N/A,549bhp@5500rpm,720Nm@1750-5250RPM,N/A,N/A,Yes,N/A,4.0,Leather,Automatic,2874 mm,18,N/A,N/A,CD/MP3 Player,N/A,N/A,3 years / Unlimited Kms,Yes,Internal,540 litres,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,4th year /with (absolutely no mileage restriction),N/A,Internal,N/A,Automatic,Analog,Yes,5.65 meter,Yes,Driver & Front Passenger,N/A,2 Zone Climate Control,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,2390,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,N/A,60,1031,"Rake, Reach",N/A,N/A,Front & rear sensors with 360 degree view,Yes,N/A,N/A,N/A,N/A,N/A,Multifunction Steering Wheel,N/A,Yes,Electric Adjustment,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,Only front,N/A,N/A,Yes,N/A,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
797,N/A,Mercedes-Benz E-Class,E200 Expression,5750000,1991,40,40,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80,Petrol,1494,5063,1860,Sedan,4.0,85,12 km/litre,12,N/A,0,N/A,0,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1595,1597,245/45 R17,245/45 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,184PS@5500rpm,300Nm@1200-4000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/45 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,70,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,Only front,N/A,N/A,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
798,N/A,Mercedes-Benz E-Class,E200 Exclusive,6150000,1991,40,40,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80,Petrol,1494,5063,1860,Sedan,4.0,85,12 km/litre,12,N/A,0,N/A,0,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1595,1597,245/45 R17,245/45 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,184PS@5500rpm,300Nm@1200-4000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/45 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,70,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,Only front,N/A,N/A,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
799,N/A,Mercedes-Benz E-Class,E220D Expression,5850000,2987,60,40,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,Diesel,1494,5063,1860,Sedan,4.0,0,N/A,142,N/A,0,N/A,155,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1595,1597,245/35 R17,245/35 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,268.7PS@3800rpm,620Nm@1600rpm,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/35 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Manual,Analog,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,70,0,"Rake, Reach",N/A,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,N/A,Yes,N/A,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
800,N/A,Mercedes-Benz E-Class,E220D Exclusive,6250000,2987,60,40,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,Diesel,1494,5063,1860,Sedan,4.0,0,N/A,142,N/A,0,N/A,155,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1595,1597,245/35 R17,245/35 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,268.7PS@3800rpm,620Nm@1600rpm,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/35 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Manual,Analog,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,70,0,"Rake, Reach",N/A,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,N/A,Yes,N/A,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
801,Volvo,Xc60,Inscription D5,5990000,1969,50,40,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70,Diesel,1658,4688,1902,SUV,5.0,117,18.8 km/litre,188,N/A,1879,6,209,Ventilated Disc,Ventilated Disc,Independent suspension with gash shox,Torsion Beam gas shox,0,0,235/55 R19,235/55 R19,Electric Power,All Windows,Yes,Smart Key,233PS@4250rpm,480Nm@1750rpm,Digital,Digital,Analog,N/A,5.0,Leather,Automatic,2865 mm,235/55 R19,Yes,Yes,DVD Player with USB & Aux-in,Yes,N/A,N/A,Yes,Internal,495 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,N/A,Yes,Internal,Digital,Manual,Analog + Digital,Yes,N/A,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,All Rows,0,"Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,N/A,80,0,"Rake, Reach",N/A,N/A,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,All,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
802,Bmw,X4,Xdrive20D M Sport X,6060000,1995,40,40,AWD (All Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,60,Diesel,1621,4752,1918,SUV,5.0,0,N/A,164,N/A,1740,8,498,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,0,0,245/50 R19,245/50 R19,Electric Power,All Windows,Yes,Smart Key,188bhp@4000RPM,400NM@1750rpm,Yes,Yes,Yes,Yes,5.0,Leather,Automatic,2864 mm,245/50 R19,Yes,Yes,CD/MP3 Player,Yes,Yes,N/A,Yes,Internal,1400 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Yes,Manual,Analog,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,N/A,60,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,Only front,N/A,Yes,Yes,N/A,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
803,Bmw,X4,Xdrive30D M Sport X,6590000,2993,60,40,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,68,Diesel,1621,4752,1918,SUV,5.0,0,N/A,164,N/A,1820,8,498,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,0,0,245/50 R19,245/50 R19,Electric Power,All Windows,Yes,Smart Key,265PS@4000RPM,620Nm@2000-2500RPM,Yes,Yes,Yes,Yes,5.0,Leather,Automatic,2864 mm,245/50 R19,Yes,Yes,CD/MP3 Player,Yes,Yes,N/A,Yes,Internal,1400 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,N/A,N/A,Yes,Internal,Yes,Manual,Analog,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,60,0,"Rake, Reach",N/A,N/A,Rear sensors with camera,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Only front,Yes,Yes,Yes,N/A,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
804,Bmw,X4,Xdrive30I M Sport X,6350000,1998,60,40,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,68,Petrol,1621,4752,1918,SUV,5.0,0,N/A,1332,N/A,1820,8,498,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,0,0,245/50 R19,245/50 R19,Electric Power,All Windows,Yes,Smart Key,248bhp@5200rpm,350Nm@1450rpm,Yes,Yes,Yes,Yes,5.0,Leather,Automatic,2864 mm,245/50 R19,Yes,Yes,CD/MP3 Player,Yes,Yes,N/A,Yes,Internal,1400 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Yes,Manual,Analog,Yes,N/A,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,Yes,0,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,60,0,"Rake, Reach",N/A,N/A,Rear sensors with camera,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Only front,Yes,Yes,Yes,N/A,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
805,Jeep,Wrangler,Unlimited,6394000,1999,40,40,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,85,Petrol,1838,4882,1877,SUV,5.0,175,8.4 km/litre,84,N/A,0,8,215,Ventilated Disc,Ventilated Disc,Independent Suspension with Torsion Bar And Stabilizer Bar,Independent suspension with McPherson Struts,0,0,245/75R15,245/75R15,Electric Power,All Windows,Power seats,Remote,268PS@6350rpm,400Nm@4300rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,3008 mm,245/75R15,N/A,Yes,CD Player with USB & Aux-in,Yes,Yes,2 Years Unlimited Kilometres,Yes,Internal,N/A,Yes,Yes,N/A,Digital,Front & Rear,Yes,Front & Rear,Yes,2 Years Unlimited Kilometres,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,N/A,N/A,N/A,"Normal, Comfort, Eco, Sport",N/A,Yes,N/A,N/A,N/A,Yes,N/A,Yes,Yes,N/A,0,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,60,0,Rake,N/A,N/A,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,N/A,Yes,Manual Adjustment,Yes,N/A,Yes,Yes,N/A,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
806,N/A,Mercedes-Benz C-Class Cabriolet,C300,6426497,1991,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60,Petrol,1409,4686,1810,Convertible,2.0,0,N/A,0,N/A,0,9,0,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,0,0,225/50 R17,225/50 R17,Electric Power,Only Front Windows,"Yes, with memory",Smart Key,258bhp@5800-6100rpm,370Nm@1800-4000rpm,Analog,Analog,Analog,Yes,4.0,Leather,Automatic,2840 mm,225/50 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,N/A,Yes,With Remote,N/A,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,N/A,Yes,With Remote,Yes,Automatic,Analog,Yes,5.8 meter,Yes,N/A,Not Applicable,Fully automatic climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,2200,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",Yes,Yes,Yes,Yes,80,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,Yes,N/A,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
807,Bmw,Z4 Roadster,Sdrive 20I,6490000,1998,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52,Petrol,1304,4324,2024,"Sports, Convertible",2.0,0,N/A,76,N/A,1495,8,0,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1609,1616,225 / 50 R17,255 / 45 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,197hp@4500-6500rpm,320hp@1450-2000rpm,Yes,Digital,Yes,Yes,2.0,Leather,Automatic,2470 mm,225/50 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"With Remote, Internal",281 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,N/A,Yes,"Internal, With Remote",Digital,Automatic,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,N/A,Yes,N/A,N/A,N/A,"Eco, Sport, Normal, Comfort",Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Front Row,1740,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,40,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,Yes,Yes,N/A,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,N/A,Yes,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,N/A,Yes,Yes,Yes,N/A,Yes,Yes,1.0,Yes,Yes,N/A,N/A
808,Bmw,Z4 Roadster,M 40I,7890000,2998,60,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,52,Petrol,1304,4324,1459,"Sports, Convertible",2.0,0,N/A,76,N/A,1610,8,0,Solid Disc,Ventilated Disc,Adaptive M Suspension,Adaptive M Suspension,1609,1616,255 / 335 R19,255 / 335 R19,Electric Power,All Windows,Yes,Smart Key,340hp@5000-6000rpm,500@1600-4500rpm,Yes,Yes,Yes,Yes,2.0,Leather,Automatic,2470 mm,255 / 335 R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Internal, With Remote",281 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,N/A,Yes,"With Remote, Internal",Digital,Automatic,Digital,Yes,N/A,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,Yes,N/A,Yes,N/A,N/A,N/A,"Normal, Comfort, Eco, Sport",Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Front Row,1860,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Yes,Yes,N/A,40,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,Yes,Yes,N/A,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,N/A,Yes,N/A,N/A,Yes,Yes,2.4 PSI,N/A,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,1.0,Yes,Yes,N/A,N/A
809,N/A,Mercedes-Benz V-Class,Expression Elwb,6840000,2143,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,93,Diesel,1880,5370,1928,MUV,5.0,0,N/A,0,N/A,0,7,0,Ventilated Disc,Ventilated Disc,N/A,N/A,0,0,245/45 R17,245/45 R17,Yes,All Windows,N/A,Smart Key,163bhp@3800rpm,380Nm@1400-2400rpm,Yes,Digital,Yes,Yes,7.0,Leather,Automatic,3430 mm,245/45 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Internal, With Remote",N/A,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,"Internal, Manual",Digital,Automatic,Analog + Digital,Yes,N/A,Yes,Driver & Front Passenger,Yes,2 Zone Climate Control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,Yes,3100,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,60,0,"Rake, Reach",N/A,N/A,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
810,N/A,Mercedes-Benz V-Class,Exclusive Lwb,8190000,2143,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,93,Diesel,1880,5140,1928,MUV,5.0,0,N/A,0,N/A,0,7,0,Ventilated Disc,Ventilated Disc,N/A,N/A,0,0,205/55 R16,205/55 R16,Yes,All Windows,N/A,Smart Key,163bhp@3800rpm,380Nm@1400-2400rpm,Yes,Yes,Yes,Yes,6.0,Leather,Automatic,3200 mm,205/55 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"With Remote, Internal",N/A,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,"Internal, With Remote",Yes,Automatic,Digital,Yes,N/A,Yes,Driver & Front Passenger,Yes,2 Zone Climate Control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,3100,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,60,0,"Rake, Reach",N/A,N/A,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
