,Maker,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
1196,Nissan,Kicks,Xl Petrol,955000,1498,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1651,4384,1813,SUV,5.0,0,N/A,1423,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Remote,106PS@5600rpm,142Nm@4000rpm,Yes,Yes,Yes,Yes,5.0,N/A,Manual,2673 mm,N/A,N/A,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,"Internal, Manual",Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,N/A,20,0,Rake,N/A,N/A,Rear sensors,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Electric Adjustment,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1197,Nissan,Kicks,Xv Petrol,1095000,1498,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1651,4384,1813,SUV,5.0,0,N/A,1423,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Remote,106PS@5600rpm,142Nm@4000rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2673 mm,N/A,N/A,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,Yes,"Internal, Manual",Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,Yes,0,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,N/A,20,0,Rake,N/A,N/A,Rear sensors with camera,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,N/A,Yes,N/A,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
1198,Nissan,Kicks,Xl Diesel,1109000,1461,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5.0,0,N/A,2045,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Remote,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2673 mm,N/A,N/A,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,Manual,400 litres,Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,N/A,Yes,Internal,Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,N/A,20,0,Rake,N/A,N/A,Rear sensors,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,Yes,Electric Adjustment,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1199,Nissan,Kicks,Xv Diesel,1251000,1461,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5.0,0,N/A,2045,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Remote,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2673 mm,N/A,N/A,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,"Internal, Manual",Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,Front Row,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,N/A,20,0,Rake,N/A,N/A,Rear sensors with camera,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
1200,Nissan,Kicks,Xv Premium,1369000,1461,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5.0,0,N/A,2045,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Smart Key,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2673 mm,N/A,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,"Internal, Manual",Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,All Rows,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,N/A,20,0,Yes,N/A,N/A,Rear sensors with camera,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,Yes,Yes,Electric Adjustment,Yes,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
1201,Nissan,Kicks,Xv Premium (O),1465000,1461,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5.0,0,N/A,2045,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Smart Key,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2673 mm,N/A,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,"Internal, Manual",Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,All Rows,0,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,N/A,20,0,Rake,N/A,N/A,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
1202,Nissan,Kicks,Xv Premium (O) Dual Tone,1465000,1461,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5.0,0,N/A,2045,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Smart Key,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2673 mm,N/A,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,"Internal, Manual",Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,All Rows,0,"Front passenger frontal airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,N/A,70,0,Rake,N/A,N/A,Front & rear sensors with 360 degree view,Yes,Yes,N/A,N/A,N/A,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
1203,Nissan,Kicks,Xe Diesel,989000,1461,40,00,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5.0,0,N/A,2045,N/A,0,6,210,N/A,N/A,N/A,N/A,0,0,N/A,N/A,Yes,All Windows,N/A,Remote,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2673 mm,N/A,N/A,Yes,CD Player with USB & Aux-in,Yes,Yes,N/A,Yes,Manual,400 litres,Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,N/A,Yes,Internal,Yes,N/A,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,N/A,20,0,Rake,N/A,N/A,Rear sensors,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Electric Adjustment,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1204,Tata,Winger,15S,1205000,2200,40,00,FWD (Front Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,60,Diesel,2670,5458,1905,MUV,5.0,0,N/A,0,N/A,2275,5,180,Solid Disc,Drum,McPherson strut with coil spring,"Double parabolic leaf spring, Hydraulic telescopic",0,0,"195 R15 LT, 8PR Radial","195 R15 LT, 8PR Radial",Hydraulic Power,N/A,N/A,N/A,73.5kW@4000rpm,190Nm@1250-3500rpm,Analog,Analog,Analog,Yes,16.0,Fabric,Manual,3488 mm,"195 R15 LT, 8PR Radial",N/A,Yes,Not on offer,N/A,Yes,N/A,N/A,Internal,N/A,N/A,N/A,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,N/A,N/A,Internal,Yes,N/A,Analog,Yes,6750 meter,N/A,Driver & Front Passenger,Not Applicable,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3475,N/A,Yes,N/A,Yes,N/A,00,0,Rake,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Manual Adjustment,N/A,N/A,N/A,Cup Holders,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1205,Hyundai,Kona Electric,Premium,2371858,0,00,00,FWD (Front Wheel Drive),N/A,N/A,"Front, Longitudinal",N/A,0,Electric,1570,4180,1800,SUV,5.0,0,N/A,0,N/A,0,Single Speed Reduction Gear,160,Ventilated Disc,Ventilated Disc,Mcpherson strut Type,Multi - link,0,0,215/55 R17,215/55 R17,Electric Power,All Windows,Yes,Smart Key,136 bhp,395 Nm,Digital,Digital,Digital,2,4.0,Leather,Automatic,2600 mm,17,Yes,Yes,USB & Aux-in,Yes,N/A,N/A,Yes,"With Remote, Internal",N/A,N/A,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Digital,Automatic,Digital,Yes,N/A,Yes,Driver & Front Passenger,N/A,2 Zone Climate Control,Yes,Yes,N/A,Yes,N/A,Yes,"Comfort, Eco, Sport",Yes,Yes,N/A,N/A,Yes,Yes,Yes,Yes,Automatic,Yes,0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag",Yes,Yes,Yes,N/A,60,0,"Rake, Reach",N/A,N/A,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,N/A,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,Yes,N/A,Yes,Yes,N/A,Yes,Yes,N/A,N/A,Yes,N/A,N/A,Yes,N/A,462 km/full charge
1206,Toyota,Camry,Hybrid,3788000,2487,40,40,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Hybrid,1455,4885,1840,Sedan,4.0,0,N/A,232,N/A,1665,N/A,0,Ventilated Disc,Ventilated Disc,MacPherson Strut,Double wishbones,1580,1605,235/45R18,235/45R18,Electric Power,All Windows,"Yes, with memory",Smart Key,178PS@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2825 mm,235/45R18,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",N/A,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,All Rows,2100,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,90,0,"Rake, Reach",N/A,N/A,Rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Audio Controls,N/A,Yes,Yes,N/A,Yes,N/A,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
1207,Audi,A5,Sportback,6061200,1968,40,00,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,0,Diesel,1386,4733,1843,Sedan,4.0,0,N/A,192,N/A,2115,7,0,Ventilated Disc,Ventilated Disc,N/A,N/A,0,0,245/40 R18,245/40 R18,Yes,All Windows,Power seats,Smart Key,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,Yes,2,5.0,Leather,Automatic,N/A,245/40 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,N/A,Yes,Internal,54 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,"Analog, Digital",Automatic,Analog + Digital,Yes,N/A,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,"Front Row, Second Row",1670,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",Yes,Yes,Yes,Yes,60,0,"Rake, Reach",N/A,N/A,Yes,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
1208,Land Rover,Discovery,3.0 Hse Diesel,10205494,2993,60,40,4WD,V,BS IV,"Front, Longitudinal",Injection,85,Diesel,1846,4988,2200,SUV,5.0,0,N/A,18,N/A,0,8,0,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,16924,16866,255/55 R20,255/55 R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,258PS@3750rpm,600Nm@2000rpm,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2922 mm,255/55 R20,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,"Internal, With Remote",258 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,N/A,3 Zone climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,All Rows,0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,80,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",N/A,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,All,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
1209,Land Rover,Discovery,3.0 Se Diesel,9689321,2993,60,40,4WD,V,BS IV,"Front, Longitudinal",Injection,85,Diesel,1846,4988,2200,SUV,5.0,0,N/A,18,N/A,0,8,0,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,16924,16866,255/55 R19,255/55 R19,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,258PS@3750rpm,600Nm@2000rpm,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2922 mm,255/55 R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,"Internal, With Remote",258 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.6 meter,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,All Rows,0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,80,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,N/A,Yes,Yes,N/A,All,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
1210,Land Rover,Discovery,3.0 Hse Petrol,8433741,2995,60,40,4WD,V,BS IV,"Front, Longitudinal",Injection,89,Petrol,1846,4988,2200,SUV,5.0,0,N/A,917,N/A,0,8,0,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,0,0,255/55 R20,255/55 R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,394PS@3750rpm,450Nm@3500-5000RPM,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2922 mm,255/55 R19,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,"With Remote, Internal",258 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,N/A,3 Zone climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,All Rows,0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,80,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",N/A,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,N/A,All,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
1211,Land Rover,Discovery,3.0 Se Petrol,8077550,2995,60,40,4WD,V,BS IV,"Front, Longitudinal",Injection,89,Petrol,1846,4988,2200,SUV,5.0,0,N/A,917,N/A,0,8,0,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,16924,16866,255/55 R19,255/55 R19,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,394PS@3750rpm,450Nm@3500-5000RPM,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2922 mm,255/55 R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,"With Remote, Internal",258 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.6 meter,Yes,Driver & Front Passenger,N/A,Fully automatic climate control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,All Rows,0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,80,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,N/A,Yes,Yes,N/A,All,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
1212,Land Rover,Discovery,3.0 S Diesel,8877094,2993,60,40,4WD,V,BS IV,"Front, Longitudinal",Injection,85,Diesel,1846,4988,2200,SUV,5.0,0,N/A,18,N/A,0,8,0,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,16924,16866,255/55 R19,255/55 R19,Electro-Hydraulic,All Windows,"Yes, with memory",N/A,258PS@3750rpm,600Nm@2000rpm,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2922 mm,255/55 R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,"With Remote, Internal",258 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,N/A,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,N/A,Yes,Driver & Front Passenger,N/A,2 Zone Climate Control,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,All Rows,0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,80,0,"Rake, Reach",N/A,N/A,Front and rear sensors with camera,Yes,Yes,N/A,N/A,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,N/A,Yes,Yes,N/A,All,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
